category	video_id	clip
People_Blogs	X0v8-Nox04o	93
Science_Technology	VdpsYmo1rOI	0
Entertainment	Yp12c3-IL-I	6
Travel_Events	MmZ2NRiiRlw	285
Travel_Events	W7TI0R2EGX4	4
Travel_Events	XRjy1qiAQuE	37
People_Blogs	4JNCZryZd0U	177
Entertainment	n4vF2ooftyA	8
Film_Animation	jm7LdU_pKX4	47
Travel_Events	Fsn03Y8zZE8	28
Education	_qnMJ6H1RME	0
Education	y7rtqhcg16Y	6
People_Blogs	LnSG5C6cwfg	59
Autos_Vehicles	f678BYOGfr8	32
People_Blogs	mKf3WiSvnUI	48
Autos_Vehicles	Y-HOKWcHRf4	71
People_Blogs	VA6xJWqwRwg	216
Sports	Q6zt8LnhdSk	7
Entertainment	W5wF5-ePEQA	14
Travel_Events	IvhE9nDjuys	45
Film_Animation	lftAsrAXFVE	4
People_Blogs	BuQ0icXN_Xg	76
Autos_Vehicles	u2ERK-DzSLs	4
Autos_Vehicles	lkdAfsUv5ZQ	62
Science_Technology	1ZKyx8LifHk	18
Education	1BTlznMBJ4Q	9
Film_Animation	DDgCJPMWGrE	34
People_Blogs	YD7_O9PZ740	27
Nonprofits_Activism	pJU626sUUiU	14
Entertainment	pEDumlBQSkg	31
Entertainment	Th3zL2TIfoc	69
Film_Animation	T1fFrVri0AY	8
Travel_Events	2loJ-etdjY8	12
Sports	xRMxq0gD5TY	80
People_Blogs	4AS1cOAm6gI	70
Entertainment	caCRw9eCKeE	10
People_Blogs	6ur1U1dXl7M	252
People_Blogs	IknaINubRQA	1
Travel_Events	wtxHeRbknrw	46
Travel_Events	frevvv_hWjQ	12
People_Blogs	YZIJgrJ9T48	120
Nonprofits_Activism	yOJV63NSjCY	20
People_Blogs	Ny3nJXp_eZw	115
Travel_Events	u12RwUYS2t0	20
Science_Technology	qZrIi7ZVtsE	11
Travel_Events	77hJtIrMJ7g	47
Travel_Events	RDYMD_IZVbo	315
Sports	aZQ1OBpTCvY	1
Gaming	JzDqHqX-7XY	14
Sports	c-goexOyiI4	4
Travel_Events	LGCF7yQok4A	7
Travel_Events	AB00MkcLOo0	58
News_Politics	Iz8og_hcpzE	3
People_Blogs	Ro9aEIN3YRA	449
Gaming	gjwBK6nrZXk	9
Comedy	vRQ6m1v-PDI	8
People_Blogs	G9Dwd7RoNhk	50
Gaming	YuY_QMoQbCE	14
People_Blogs	lXdYVLpSr9w	23
Travel_Events	g-mxDh2beb0	45
Entertainment	z0H_QvLlWsg	25
Sports	aElPsVFaRU8	13
Science_Technology	47qsh2brfKU	18
Gaming	HSKsE8tssZI	52
Film_Animation	rwvh8ZrNyt0	1
Travel_Events	6ZwLfvpnEwY	169
Entertainment	eVHvifciSSI	3
Sports	wCHNWHYMje4	19
People_Blogs	stDBE0S48X4	69
Science_Technology	v27i2dTyr3Y	13
Autos_Vehicles	JEmA17toeno	184
Sports	uBtT4hjv03A	57
Entertainment	6w9wZQwVRkw	44
People_Blogs	ju_LHiuA1qg	6
Science_Technology	tBhuSTXMCaI	14
Entertainment	J0759OHVK88	6
Travel_Events	KUKvvVPdTXY	5
Travel_Events	Iv5TKisk5Dk	54
Pets_Animals	6DZLEwIYdr8	152
People_Blogs	TAXPJ73M0u8	68
Gaming	gGNhVfpukus	17
Entertainment	KszgKLaRyBg	17
Entertainment	Fi0dCcwctmc	44
Autos_Vehicles	Gbwj14vUjZI	2
Film_Animation	d9Fe-H4QdGM	4
Travel_Events	crZoFc_brh4	63
Sports	HGLvabRUmy0	17
Science_Technology	P8iSZuqz-gg	14
Entertainment	cqCCf1fF6S0	6
Travel_Events	my9SwenVAaY	61
Entertainment	I033FyQFZGo	3
People_Blogs	jWdhovTutzc	220
Entertainment	ETTsaG-YCjM	25
Film_Animation	jVy-McWR8cc	4
People_Blogs	J21x9gTwkiM	300
People_Blogs	QVgre_npmk4	39
Education	v5QhHxh0n30	143
Science_Technology	YtgQa6r0tes	58
Autos_Vehicles	yzc6ZUMGj1M	210
People_Blogs	zBZgTfiIlyU	8
Gaming	oA98_XpoU2w	2
People_Blogs	NMsTtWGzr5E	0
Film_Animation	EWlhyiyduxU	0
People_Blogs	4XlSpRVDJjE	53
Comedy	d-dCmtzbGPc	25
People_Blogs	AprobITVYL0	34
Travel_Events	KF7ICIvY8qk	9
Science_Technology	YPyvv16KtQg	83
Travel_Events	Lg6YYMZzxVk	159
Travel_Events	2dfbZz0mjCU	19
People_Blogs	cii3bhb7pYw	27
Travel_Events	RxbJUx_njfI	3
Entertainment	xtD6SowO2b8	32
Travel_Events	dpGnfa52mLY	85
Howto_Style	rFdz0QNz_Jc	29
News_Politics	2zeKpeRZ8uA	15
Gaming	YGZyPhQzpMs	15
Travel_Events	N4w9YkLX2Ro	261
People_Blogs	h4sTqj79JBc	69
Film_Animation	sHgRVBDyKDI	30
Travel_Events	1nRA9mzpQW4	183
Sports	22Z-5_h-iRk	91
Travel_Events	Yt_SsybhTXc	15
Film_Animation	FrUh-CvBVfo	2
Film_Animation	bW9VYhytk-c	177
Autos_Vehicles	oWiS0ivzDBA	18
Entertainment	hnq4SzB8l3U	14
Entertainment	bqDwlAUlDNU	649
People_Blogs	w5cbfTLJe-g	174
Entertainment	q0uO-_HkeBs	41
Travel_Events	GrC_JwbOf4o	43
Entertainment	PYNbi7-d2iY	48
Travel_Events	bQObmjDp-LE	217
Sports	YzsU1RI_TEs	5
Entertainment	GCsEqVr5dpM	49
Entertainment	12ado6W9EqE	11
Gaming	UX9OOvNV47U	29
Travel_Events	2bT-ChW4Yv0	5
Education	cpMcl3TrT0s	90
People_Blogs	Pv_Y-89gcjk	26
Science_Technology	rFBBu6lxA6o	46
Entertainment	dY9DWlZhHYs	22
People_Blogs	tLs3efe9qto	11
Entertainment	jYUcSpxhlNs	30
Autos_Vehicles	XlqpAIUOlwU	37
Entertainment	sR91R4BHGs8	174
People_Blogs	YAWy4LjS4Fc	204
Gaming	4kOTUa1F68A	7
Gaming	it34M7MTjU0	30
Travel_Events	2OzlksZBTiA	18
People_Blogs	WHncaEJVZco	50
People_Blogs	TxF5riCFzBs	195
Travel_Events	T0DNBJT6_dk	226
Travel_Events	lJype_TafRk	43
Film_Animation	tNGQp_8mIXo	9
Travel_Events	zKIHdUFYOWI	2
People_Blogs	GLmeBAkDV08	5
Education	tlG6Io2mWAY	57
Travel_Events	MObTPEDabKw	38
News_Politics	FqBOgdkhbCA	9
Travel_Events	rgsXBdOC5Eo	75
Travel_Events	L5YZp9PLSus	17
Travel_Events	kJmwqwVajLg	212
Gaming	jS3W-peXm1A	1
Gaming	Vgms9WqA12k	54
Entertainment	QZn9Q8Y2Qbk	18
News_Politics	CZJSA6eTRA4	37
Howto_Style	ouWF0M52GD4	45
Gaming	7a2MhQpNBB0	4
Comedy	kkzv64-nLmU	431
People_Blogs	BM9Eja6sO20	37
Nonprofits_Activism	bSr_n6PIo14	84
Entertainment	eTlFhufxzhk	100
Entertainment	OtSIQRRkICo	100
Entertainment	4_acimftbWU	50
Travel_Events	0Sh1j7glFu8	15
Travel_Events	xQ2UN6_Th0s	13
Entertainment	88M7FPtDp2U	95
Gaming	Mck7oZVfmwM	0
Film_Animation	MhBufzqQmzk	86
Travel_Events	D4PIZVrqRIk	153
Entertainment	lyBjNu2vLwg	97
Sports	WdwI3DwYYBo	87
Sports	iK0KNBM1Bdw	87
Travel_Events	xtkaliIPJwQ	98
Entertainment	cd6tepIKP9A	7
Entertainment	t6zJgKuxYFY	44
People_Blogs	LYnZQh4Qhbg	14
Travel_Events	V9cY5WWYeHQ	17
Gaming	gP_3F2DQklY	8
Entertainment	0OlkgGsgFYY	134
Sports	CI8UKxrXuvs	2
Gaming	v6sLqFLeIAI	38
Travel_Events	MmZ2NRiiRlw	98
News_Politics	o_iGgWxKXYc	2
Autos_Vehicles	__JHa9sfoCQ	64
Film_Animation	-SSaDLSItYU	5
Travel_Events	-WD4DNwLJoE	29
Travel_Events	Xb-xZj-EVO0	0
People_Blogs	R_bFH0-rXYs	180
Education	4SNsYvoXoeU	39
Travel_Events	Old5zUP0Zlg	97
Travel_Events	EssuuYdDJZ4	2
Gaming	vwTyh4_yVng	74
Travel_Events	aT9WyCGZnCw	19
Science_Technology	ybwUy_uUB5s	239
Entertainment	qsNW0kTyaMc	1
Film_Animation	Mf9W74V1ZGg	124
People_Blogs	r8ZyJ5AN-zQ	20
Travel_Events	whOB0AEyyqs	138
Entertainment	tRw9BWXH5mw	75
Sports	HW1lefCP4bc	45
News_Politics	Oj0NQMhw818	104
Entertainment	0mJDy3przOY	82
Entertainment	G4yaPWhmaM8	9
News_Politics	vP95O-53OCg	4
Education	FCazO5p-BQc	18
Travel_Events	8iHPUK7KMtY	70
Entertainment	3-9DfkQEGug	15
Sports	hHZXTLxERDo	47
Film_Animation	qtwrzi1DNgU	120
People_Blogs	6ur1U1dXl7M	65
Travel_Events	KR9FZ0J_tCo	2
Pets_Animals	u4m5bv6fdZU	7
Autos_Vehicles	M3fI5Pkh2b8	197
Gaming	G_jOfO3g_iA	10
Entertainment	DcXpWCNnYag	43
Education	JNLJl79yHC0	61
Travel_Events	WyDuGFJgrn8	71
Travel_Events	N6UTWOuDTCA	13
People_Blogs	u95_tUJHBYo	56
People_Blogs	-BXZZEF2Gw0	104
Science_Technology	obrBAysVef0	2
Gaming	y6rTJkL8h1s	36
People_Blogs	t78RTPJmops	11
People_Blogs	23pxxtbmCdg	1
Travel_Events	pAzy0EUxGt0	133
Gaming	LOef0H7xqA8	23
People_Blogs	qS7KuK_pBUQ	352
Entertainment	JcUGCvFISOA	47
Autos_Vehicles	HK02q6kWhAk	48
People_Blogs	Ynmp8jFNHkQ	138
People_Blogs	Ro9aEIN3YRA	262
Education	pZWErCheYWk	11
Autos_Vehicles	1Y_YPgkWQIo	150
Entertainment	Cu5-yemGSwY	14
Entertainment	_eIilEQI-c0	3
People_Blogs	OIDmJ3NFQY8	20
Travel_Events	-4MzQ1pRd50	46
News_Politics	7MiGCe31bq0	4
Travel_Events	g1BPkOuMdYI	8
Travel_Events	rVu9gkLZH34	205
People_Blogs	0r2kF3eIA9M	17
Travel_Events	ULSE5Yc4U7Q	154
Education	lpn-XEgSK3k	2
Autos_Vehicles	Rq57jODEMko	12
Autos_Vehicles	Rp-W3caZK6s	75
Travel_Events	MuuNppm-ekI	33
Gaming	iUXQcITjI00	30
News_Politics	96T1j_pFg-I	3
Entertainment	qY6nyYOh8nE	45
People_Blogs	lOpbhpiPxng	23
Entertainment	WM8B9ApZeD8	22
Entertainment	LX8HsBJD1WI	21
People_Blogs	7du4MvM9mOA	11
People_Blogs	1wnW7Gc3b8Y	72
Travel_Events	tXT5CMlkPeI	6
Science_Technology	ihTeVSMh5Gg	58
Entertainment	iEpJtW8RAy0	71
Gaming	yVLfEHXQk08	5
Autos_Vehicles	2ht4M4YQ--0	73
People_Blogs	e7AYPnOcn2g	131
News_Politics	mMzoZiwp6F8	19
People_Blogs	c6rz4_jIc7w	3
People_Blogs	LNdfCq4P7DQ	20
Travel_Events	ikriMQHsE08	11
Travel_Events	C5VvCdPcnfI	31
Entertainment	5jS6bZeIKAY	72
Travel_Events	sMXshzqUlQA	73
Entertainment	NS5rQDkMzec	49
Travel_Events	ExWns49AhfI	88
Travel_Events	_5ktQv7Z2UM	13
Entertainment	KystTbyKx6Y	8
Autos_Vehicles	jp2iR-85250	1
Entertainment	QdYjkVuGehs	3
People_Blogs	4pIfW2XViB4	11
Education	hlnMJtTpSCc	9
Autos_Vehicles	yzc6ZUMGj1M	23
Science_Technology	mOEnoKv4eyw	72
Gaming	xf_jpeaqNNs	2
People_Blogs	YZRn97Ckq_c	99
Travel_Events	pBkWJUWBF1c	58
News_Politics	XpmWCHaOdRg	12
Entertainment	WT7MGpCq9jQ	29
Travel_Events	ghN3eeVZM80	27
Travel_Events	-liMXPJCZGM	105
Travel_Events	DmAGTyWBdok	9
Entertainment	LBeW7XWu7_o	3
People_Blogs	ofAxBbfV-Zs	67
People_Blogs	QjHzGPrTe-o	34
Travel_Events	M9S_BYSmFRM	5
Howto_Style	8rFXDFXwEBE	7
Travel_Events	oQv68JSB2F0	92
Entertainment	hlS73NQv5Zo	8
Travel_Events	d9d1mqQklz8	42
People_Blogs	VEu2yM9QxOc	152
Sports	xnz4S4gONT4	52
Travel_Events	2Pu4Q-6AqMQ	7
Entertainment	bqDwlAUlDNU	462
Travel_Events	l1IIoUNTNX0	49
Howto_Style	P0xOolEoDjE	43
Film_Animation	ZZvVG4xtjSE	2
People_Blogs	mKf3WiSvnUI	129
Entertainment	OMBKaGcUnxo	18
Pets_Animals	ysotzxLMOdc	46
People_Blogs	VOrH6Tq6Afg	8
Travel_Events	4ExGZLzAokw	11
Travel_Events	bQObmjDp-LE	30
Gaming	DzkM8sOsV2M	58
Travel_Events	8AN_mBUZ3CA	5
Nonprofits_Activism	tX7FHeLaLqg	11
Travel_Events	IcOsY2t6RO4	19
People_Blogs	yXPIMHSY9WE	37
People_Blogs	YBDlanoSwuc	390
Entertainment	opDTtotN1Jw	22
Travel_Events	vtG34pXWVCU	1
People_Blogs	YAWy4LjS4Fc	17
Gaming	JipE_7cWnBs	485
Travel_Events	Yug7aC576lY	37
Autos_Vehicles	SlF80P1U6fs	135
Pets_Animals	emneXTXn1Nc	6
Gaming	FTc2btZBaSc	1
Travel_Events	pFHPmvijbY0	58
People_Blogs	UWESPisKWGY	4
People_Blogs	TxF5riCFzBs	8
Science_Technology	PCEd2zmXIls	8
Travel_Events	T0DNBJT6_dk	39
People_Blogs	oVDGwZvIViU	164
Entertainment	y41tFjfwgeQ	17
People_Blogs	YrTlC4jjEoY	81
Travel_Events	6BgpH1m6hDU	18
People_Blogs	8llNg0W4ZsE	20
Travel_Events	uakLbtipHfM	12
Autos_Vehicles	3cUgPPgoRyg	6
Travel_Events	vaFYX9Bl3q4	108
Film_Animation	zxtjLEdDWZY	46
Travel_Events	kJmwqwVajLg	25
People_Blogs	Rju5Sfhox1E	72
Travel_Events	ZfFu1O92Hg0	65
Travel_Events	xymKyukAkLY	27
People_Blogs	oK7chwvbQwM	54
People_Blogs	4eFoTBwfbkg	41
Travel_Events	zrjLiXTcMI0	20
Entertainment	8STvAtM5gG0	7
People_Blogs	Kf_HwSVrpBo	40
Comedy	kkzv64-nLmU	244
Film_Animation	Avip3eHPib4	61
Film_Animation	zdN4q12MYl0	1
Entertainment	aRjyfWwS0ZE	13
People_Blogs	-ODwbeKrIt4	9
Autos_Vehicles	S5JiL8eWm2c	32
People_Blogs	Dd-7QN4JOIM	42
Gaming	6gVvKKavogU	6
People_Blogs	DTcQgTwKy0g	25
Entertainment	O2OlDyNE9LM	130
Education	zqE4uraMUmY	15
Entertainment	faw3P4wpX-0	61
Travel_Events	oIpa9UqXi9c	20
Entertainment	FMR2sGVOzq8	19
People_Blogs	DPWW8Sd4evw	20
People_Blogs	lOpbhpiPxng	291
People_Blogs	DkDYw0MQcD0	205
Entertainment	bqDwlAUlDNU	7
Science_Technology	oaDVsAWCe7Q	0
Autos_Vehicles	xP67gtHlkBA	9
Education	lfKXQcX4BCg	1
Travel_Events	GFLJXZFKIzU	181
Travel_Events	1M_s1moYtdE	36
Film_Animation	YA-6K0dVdHE	99
People_Blogs	6rv1T1HNc6o	85
People_Blogs	sMfwWXfA8KI	9
News_Politics	FebcJjVqMQE	78
Sports	Xy3IO-pgh2c	1
Travel_Events	n_aPTAtL878	24
Travel_Events	MmZ2NRiiRlw	261
Travel_Events	uM57Oy5bevQ	84
Entertainment	mch5w7rm6GQ	18
People_Blogs	Rd4tUqRIE1c	48
Travel_Events	aO-flokmhrQ	50
Travel_Events	my9SwenVAaY	142
People_Blogs	oCx9ayhZuqA	2
Entertainment	EukAoRBm8ms	87
Travel_Events	iRPKZnaPNJ8	92
Entertainment	2jfAd-B8WfM	353
Travel_Events	MWOsIFORWB8	9
Travel_Events	BJlbCGO4Ew0	63
People_Blogs	TfSYvCiUoVs	9
People_Blogs	NgWVhL2iouk	190
Autos_Vehicles	f678BYOGfr8	8
Education	v5QhHxh0n30	224
People_Blogs	o9RVhVftwI0	43
Travel_Events	Rk7_azTTozM	16
Autos_Vehicles	M3fI5Pkh2b8	10
Entertainment	xyNPc-aOels	60
People_Blogs	bGJrEJKy4NA	27
Entertainment	ngjJiOieaLQ	22
Education	gCRQR8Uv9JY	43
News_Politics	DXC_7YwIfd8	4
Science_Technology	b7RFJNWwTBQ	51
People_Blogs	tmAaxU2cAVY	7
People_Blogs	R-xtZO6kHmU	87
Travel_Events	bmuckN3oIu8	117
People_Blogs	tgtgF7tQtOQ	81
Travel_Events	P0WW1kADeRM	41
News_Politics	zgdo7-RRjgo	18
People_Blogs	FNhYKxnTFpY	64
Gaming	bDSQ8mSl0tg	0
Entertainment	RKrCkbyVx0w	76
Nonprofits_Activism	VKMrBkjB92s	62
Entertainment	viTgcX-zpA8	10
People_Blogs	qS7KuK_pBUQ	165
People_Blogs	wx5TojgnXkg	35
Entertainment	IguQ50AeabI	42
Science_Technology	dNJh312_yS4	77
People_Blogs	5z0JW4yIdFg	84
Autos_Vehicles	v99nU64Xb_s	0
People_Blogs	Ro9aEIN3YRA	75
Gaming	5D6ObaKfcUg	9
People_Blogs	Ny3nJXp_eZw	91
People_Blogs	fsu-nEergyk	6
Autos_Vehicles	SibbEi9dMcY	10
Entertainment	zHNBaA0mEbQ	17
People_Blogs	tgqlcKggV0g	11
Travel_Events	rVu9gkLZH34	18
Autos_Vehicles	mdkyQT7-hC0	118
Gaming	s91QgiOVo4s	53
People_Blogs	LcIW8BbLllI	128
Autos_Vehicles	Wa_5yxMDf0k	69
Entertainment	FZgJBEFcxBM	28
People_Blogs	fJGvM0foRa4	13
Comedy	9_XlYyHbvuc	2
People_Blogs	0aXGFe1ZB3A	16
Travel_Events	eZvfjiaYS0M	9
People_Blogs	KfQ9oZUmO3Q	29
People_Blogs	CHjRG-ge-aw	22
News_Politics	F9fIOcLaI2M	121
Nonprofits_Activism	ldSsFREnXeM	67
Gaming	5-gcMT2k2RE	1
Science_Technology	2XLPBKxn6Bo	207
News_Politics	zE1vXZO6S3M	39
People_Blogs	kqCUtHxm2ig	57
People_Blogs	ft8w-MW4SnA	37
Sports	3dnbxpGzUi8	76
Travel_Events	frQclXPfhLk	6
Travel_Events	T0DNBJT6_dk	307
Gaming	8hILyOoERHo	15
People_Blogs	yzKUtZ6PZQ0	23
People_Blogs	gGaL_EUUbsE	5
Science_Technology	CtaUCtNGi5k	19
Travel_Events	iSySJzYIu4k	1
Travel_Events	0jbfz5tT-uA	37
Travel_Events	_kdVbteuA-k	190
People_Blogs	q0OeFwJmfJw	12
Travel_Events	s9njwl_VzZA	9
Entertainment	k0ucQDhZUls	3
People_Blogs	A_gn5TIdbxE	39
Film_Animation	xlaCZVNsDiI	29
Science_Technology	gnn2lrnPN2Q	85
Travel_Events	xFFqXcsGcwo	67
People_Blogs	lcYOU8tbqrw	20
Science_Technology	BUClxcUbuNM	16
Nonprofits_Activism	AhWrHaQS788	8
Travel_Events	jCSXtoB1ag4	25
Entertainment	XWS7lyqjGxY	6
Film_Animation	aB0iSfwot-M	17
Entertainment	UvB4MKYEJzM	27
Travel_Events	rgsXBdOC5Eo	506
Entertainment	88M7FPtDp2U	176
Travel_Events	uTFVZERn98E	120
Film_Animation	JnxI3s-YHo0	27
Howto_Style	BAjwmPPaRvU	37
People_Blogs	amcaEqWf880	2
Education	rD24B1ag4Dc	81
Travel_Events	BFCxIb_zlBo	11
Science_Technology	OSFClvyV7hI	18
Entertainment	fMNGQaI6KX0	48
People_Blogs	1LknbTB3_LA	1
Travel_Events	X8GdY7JAx2Y	12
Entertainment	4_acimftbWU	481
News_Politics	TsKyV5PhHQ0	17
Sports	ZfYnHYJotVA	174
Travel_Events	e4uJfwYB240	141
Education	j80UEvx4ZVM	130
Film_Animation	IdJE1WyK-3g	19
Travel_Events	LT4jKNyR0J8	7
Entertainment	d5PJnDi_uGA	10
Travel_Events	3Xni2UVJARw	127
Gaming	pYnqPOjjw1Q	6
People_Blogs	IBtHP6Khyv0	8
Gaming	PyC-oEbDNgE	88
People_Blogs	tFWPlu6zwQo	13
Travel_Events	IpJeHg7WdRc	34
Travel_Events	dpGnfa52mLY	61
Sports	m5Lb7JT1-AY	42
Travel_Events	mr-guPrWw4E	394
Entertainment	Wy4kQUdqDKM	119
Education	gf0mpUS9vWI	40
Gaming	MnmU_NwhTFU	52
Travel_Events	6JhCy-9SUmw	6
News_Politics	k0C4LKnxUJY	32
People_Blogs	YBDlanoSwuc	203
Autos_Vehicles	ddworx5UjYE	141
Science_Technology	plWIXZcsK6U	47
Travel_Events	VALWe9ppLO8	54
Travel_Events	Aah5BCU53jY	56
Sports	7E3XcO9DozY	28
Education	qQMzv6xle50	3
Gaming	JipE_7cWnBs	298
Entertainment	bqDwlAUlDNU	625
People_Blogs	MVuXDhC4sng	30
Entertainment	q0uO-_HkeBs	17
Film_Animation	H5za9S8Apsg	2
People_Blogs	1oW3Uo2NlNs	21
Entertainment	bsymGWBBZmk	7
Entertainment	bTUtNGoGm8c	12
Autos_Vehicles	eCIDu7QX2x0	47
Travel_Events	WyDuGFJgrn8	152
Entertainment	pQLM0igKVTE	117
Education	EKBcr6lwO0o	7
Travel_Events	lf4luNtM31Q	23
Film_Animation	6Ed0wmaTwZs	106
Entertainment	WwRjPP-ANzs	6
Travel_Events	j9-TEbfgw8Y	30
Entertainment	jBtadVG6Z4Y	23
People_Blogs	8o6faU5v350	10
Sports	xRMxq0gD5TY	324
Comedy	kkzv64-nLmU	57
Education	A3xSWECAsD8	72
Travel_Events	o5hAbYUYN78	49
Education	tlG6Io2mWAY	33
People_Blogs	MVoiN8tRQe4	69
Travel_Events	Vi-afQ2aarg	4
Film_Animation	m1hPnFQKXT0	5
Gaming	trFjWLzecIY	5
Sports	rrZz6nMOmFw	35
Entertainment	p_xji7bnnnI	55
Nonprofits_Activism	H3DQfUbYUe8	66
People_Blogs	M9w006PdmfQ	62
Travel_Events	TUFm94v4C1g	8
Travel_Events	Rpq2I79UxLI	82
Travel_Events	6ZwLfvpnEwY	63
Entertainment	sKZ65RpueMI	32
Travel_Events	ULSE5Yc4U7Q	235
Howto_Style	Su-QNhhWuAo	3
News_Politics	JLmES6ukgGg	1
People_Blogs	eEVZUsvh75w	3
Gaming	odJH4l3hFB0	27
Nonprofits_Activism	k10XBoRNS_0	31
Education	re1eluKL_LI	40
People_Blogs	DkDYw0MQcD0	18
Gaming	VtZS_K1_Mho	56
Pets_Animals	6DZLEwIYdr8	46
Entertainment	lyBjNu2vLwg	73
Travel_Events	WLK9ikhcuvM	10
Science_Technology	MzcdEI-tSUc	68
People_Blogs	w2wLdDAVhJY	3
News_Politics	xOqLUOTzab4	27
Entertainment	vAOZ9YWUAIk	0
Travel_Events	bW-NNCcdJeE	72
Entertainment	x147HEJgCjU	105
People_Blogs	H_FCm7TFz0g	33
Travel_Events	u2nomQE3JSI	56
Travel_Events	MmZ2NRiiRlw	74
Education	4SNsYvoXoeU	15
Film_Animation	itFWNVt6ifo	0
Travel_Events	ohCZ7j_aUe0	79
Autos_Vehicles	oOLUbjS3ZpE	232
People_Blogs	YsyG3hx5SFo	5
Autos_Vehicles	qrnU9v17J3A	9
Travel_Events	SJ0kTIKKo6w	3
People_Blogs	BL_ZWFbeLaY	25
People_Blogs	jWdhovTutzc	114
Travel_Events	ljX9V1SPXfk	141
Entertainment	2jfAd-B8WfM	166
Travel_Events	uakLbtipHfM	16
Education	v5QhHxh0n30	37
Travel_Events	whOB0AEyyqs	114
Autos_Vehicles	7YUEPLpmQfA	134
Gaming	QUdS9RiRUrE	22
Film_Animation	06MeDeqELXA	13
Travel_Events	IYaaErV3Lu0	140
People_Blogs	ehkdvsvNoHY	6
Entertainment	TpHDoTp7CY4	127
Education	_jklgoh0HeM	69
Travel_Events	Cp7jeP0DX2A	16
People_Blogs	kHWhxRdOYCk	13
People_Blogs	YZRn97Ckq_c	180
People_Blogs	Aqngnlhz6Ik	24
Autos_Vehicles	WPosyRedpFM	20
Entertainment	s4Jgwpr29YI	166
Travel_Events	C3EWKMWevLU	48
Gaming	N4alSoFNs5A	65
Travel_Events	fspxEtwdeeU	39
People_Blogs	ZyBHdgxb_mo	106
Education	QhQb_h3mzSg	90
People_Blogs	CSwVAzNRV5g	325
People_Blogs	nLvCA4fEEK8	73
Autos_Vehicles	4o6lLfz7Qvc	57
People_Blogs	L365zZuJvE4	18
Entertainment	VKaSJPuWNIw	17
Sports	O-U1oxfdda8	40
Autos_Vehicles	M3fI5Pkh2b8	173
Travel_Events	uTFVZERn98E	90
Travel_Events	UMxpukLxJzM	9
Travel_Events	Kp29zcxmkmo	66
Travel_Events	g-CxpFuiU9Q	66
Education	JNLJl79yHC0	37
Entertainment	o5krGoIh-aA	6
Autos_Vehicles	LsV8uFhSJjg	136
People_Blogs	mb6LCT9Ewfw	73
Travel_Events	aj1YtFFuWmc	18
Science_Technology	_YHfw3dVu_0	0
Sports	c9NpT88d22Q	10
News_Politics	495CX2G1oqk	0
People_Blogs	-BXZZEF2Gw0	80
Entertainment	eq_FDIOqmek	2
Entertainment	OMBKaGcUnxo	99
People_Blogs	Ak39_u8OjOc	6
Travel_Events	szT1jccSj3I	11
Travel_Events	pAzy0EUxGt0	109
Autos_Vehicles	rv6hmIDdDkY	34
Travel_Events	UgJNBuWdTNI	4
Gaming	hrIlTeiu0f4	6
Science_Technology	XCNc6yIEBtM	136
Autos_Vehicles	f2vpuTU7sio	2
Travel_Events	XnsxsS9WhDE	13
Autos_Vehicles	6S9aKLTOoIs	49
Travel_Events	Yt_SsybhTXc	259
Travel_Events	8YGBUxZPGNI	58
Travel_Events	SAK8mSqyu0c	2
Autos_Vehicles	1Y_YPgkWQIo	126
Science_Technology	2XLPBKxn6Bo	20
Travel_Events	-4MzQ1pRd50	22
People_Blogs	YAWy4LjS4Fc	98
Sports	6hQmIJ6avJ8	61
Travel_Events	0HukN0eUofg	228
Education	VwgHBiD8aiI	7
Travel_Events	T0DNBJT6_dk	120
Education	QDoCEiR3Yj0	9
Pets_Animals	AT7_Kbwjrcw	46
Entertainment	Ii5OJ7_6UpM	5
Travel_Events	MuuNppm-ekI	9
Gaming	71JUbb7QT1w	25
Travel_Events	_kdVbteuA-k	3
Travel_Events	yF8W85JwJwU	95
Gaming	m5hdeBTZb2E	17
Travel_Events	kJmwqwVajLg	106
People_Blogs	cMRr3RoTT0M	14
Sports	9T3z8lUzp1w	39
People_Blogs	vC5ZfhjQjkw	13
Howto_Style	YDXSRXFA9xQ	62
Gaming	j0lWZX-lAZE	0
Travel_Events	ZfFu1O92Hg0	146
News_Politics	AmRbdECTroI	32
Travel_Events	4cXlMqFtjA4	34
Education	tIlQ55lcRfI	15
Autos_Vehicles	FkDGxjxM5tY	81
Entertainment	LWI8t228-4Y	48
Travel_Events	zGBVEFWT9Eg	47
Film_Animation	OolxUzPUPCU	12
Film_Animation	Avip3eHPib4	142
Travel_Events	J3Xef3E3aTQ	90
Film_Animation	5_1Wq2Cbyug	2
Travel_Events	gSSOnHd90kA	137
Travel_Events	rgsXBdOC5Eo	319
Pets_Animals	AtO17hTpya4	29
Comedy	iJwNVvLK4vU	7
Entertainment	epoEk3_2T7E	24
Entertainment	ULhzRUKBAI8	8
Gaming	I_ZE_xuqK4s	11
People_Blogs	J21x9gTwkiM	89
Howto_Style	2pSRXyqi0ms	10
Travel_Events	YLhTjCV1V04	94
People_Blogs	ShZGwgFmzoI	55
News_Politics	4bdtx6qBNGY	10
Travel_Events	USeiZiJkMdk	51
People_Blogs	Z1OH3TrX-Pw	2
People_Blogs	UgBBfUz_GIA	22
Travel_Events	GkozVYvPbjM	16
